"participant","condition","block","trial_n","rt","accuracy"
449,1,1,40,567,1
449,1,2,1,846,1
449,1,2,2,783,0
449,1,2,3,677,1
449,1,2,4,633,1
449,1,2,5,726,1
449,1,2,6,622,1
449,1,2,7,628,1
449,1,2,8,742,1
449,1,2,9,508,1
449,1,2,10,792,1
449,1,2,11,531,1
449,1,2,12,640,1
449,1,2,13,521,1
449,1,2,14,676,1
449,1,2,15,709,1
449,1,2,16,720,1
449,1,2,17,537,1
449,1,2,18,692,1
449,1,2,19,436,1
449,1,2,20,471,1
449,1,2,21,777,1
449,1,2,22,945,1
449,1,2,23,624,1
449,1,2,24,559,1
449,1,2,25,583,1
449,1,2,26,619,1
449,1,2,27,493,1
449,1,2,28,624,1
449,1,2,29,756,1
449,1,2,30,651,1
449,1,2,31,648,1
449,1,2,32,673,1
449,1,2,33,669,1
449,1,2,34,822,1
449,1,2,35,562,1
449,1,2,36,858,0
449,1,2,37,685,1
449,1,2,38,627,1
449,1,2,39,473,1
449,1,2,40,537,1
439,1,1,1,588,1
439,1,1,2,464,1
439,1,1,3,505,1
439,1,1,4,424,1
439,1,1,5,354,1
439,1,1,6,505,1
439,1,1,7,368,1
439,1,1,8,349,1
439,1,1,9,450,1
439,1,1,10,433,1
439,1,1,11,386,1
439,1,1,12,321,1
439,1,1,13,448,1
439,1,1,14,514,1
439,1,1,15,544,1
439,1,1,16,543,1
439,1,1,17,501,1
439,1,1,18,837,1
439,1,1,19,503,1
439,1,1,20,1109,1
439,1,1,21,1150,1
439,1,1,22,531,1
439,1,1,23,881,1
439,1,1,24,586,1
439,1,1,25,1118,1
439,1,1,26,1181,1
439,1,1,27,762,1
439,1,1,28,767,1
439,1,1,29,1826,1
439,1,1,30,622,1
439,1,1,31,489,1
439,1,1,32,1513,1
439,1,1,33,617,1
439,1,1,34,1379,1
439,1,1,35,1054,1
439,1,1,36,577,1
439,1,1,37,1342,1
439,1,1,38,610,1
439,1,1,39,479,1
439,1,1,40,534,1
439,1,2,1,2978,1
439,1,2,2,2357,0
439,1,2,3,1403,1
439,1,2,4,495,1
439,1,2,5,518,1
439,1,2,6,1197,1
439,1,2,7,626,1
439,1,2,8,1409,1
439,1,2,9,512,1
439,1,2,10,734,1
439,1,2,11,574,1
439,1,2,12,657,1
439,1,2,13,1354,1
439,1,2,14,758,1
439,1,2,15,526,1
439,1,2,16,706,1
439,1,2,17,492,1
439,1,2,18,396,1
439,1,2,19,576,1
439,1,2,20,1332,0
439,1,2,21,680,1
439,1,2,22,770,0
439,1,2,23,519,1
439,1,2,24,834,0
439,1,2,25,590,1
439,1,2,26,411,1
439,1,2,27,637,1
439,1,2,28,472,1
439,1,2,29,598,1
439,1,2,30,740,1
439,1,2,31,553,1
439,1,2,32,847,0
439,1,2,33,654,1
439,1,2,34,546,1
439,1,2,35,560,1
439,1,2,36,519,1
439,1,2,37,492,1
439,1,2,38,644,1
439,1,2,39,470,1
439,1,2,40,487,1
56,2,1,1,709,1
56,2,1,2,463,1
56,2,1,3,426,1
56,2,1,4,366,1
56,2,1,5,364,1
56,2,1,6,337,1
56,2,1,7,522,1
56,2,1,8,458,1
56,2,1,9,405,1
56,2,1,10,419,1
56,2,1,11,951,0
56,2,1,12,1110,1
56,2,1,13,392,1
56,2,1,14,502,1
56,2,1,15,440,1
56,2,1,16,451,1
56,2,1,17,590,1
56,2,1,18,541,1
56,2,1,19,461,1
56,2,1,20,512,1
56,2,1,21,473,1
56,2,1,22,403,1
56,2,1,23,456,1
56,2,1,24,452,1
56,2,1,25,727,1
56,2,1,26,544,1
56,2,1,27,560,1
56,2,1,28,615,1
56,2,1,29,548,1
56,2,1,30,636,1
56,2,1,31,592,1
56,2,1,32,390,1
56,2,1,33,475,1
56,2,1,34,422,1
56,2,1,35,379,1
56,2,1,36,481,1
56,2,1,37,459,1
56,2,1,38,374,1
56,2,1,39,356,1
56,2,1,40,435,1
56,2,2,1,584,1
56,2,2,2,1318,0
56,2,2,3,631,1
56,2,2,4,484,1
56,2,2,5,558,1
56,2,2,6,958,0
56,2,2,7,565,1
56,2,2,8,692,1
56,2,2,9,478,1
56,2,2,10,520,1
56,2,2,11,545,1
56,2,2,12,688,1
56,2,2,13,587,1
56,2,2,14,1001,0
56,2,2,15,615,1
56,2,2,16,715,1
56,2,2,17,644,1
56,2,2,18,545,1
56,2,2,19,857,1
56,2,2,20,469,1
56,2,2,21,591,1
56,2,2,22,582,1
56,2,2,23,692,1
56,2,2,24,574,1
56,2,2,25,469,1
56,2,2,26,775,1
56,2,2,27,398,1
56,2,2,28,539,1
56,2,2,29,596,1
56,2,2,30,513,1
56,2,2,31,498,1
56,2,2,32,403,1
56,2,2,33,440,1
56,2,2,34,756,1
56,2,2,35,491,1
56,2,2,36,517,1
56,2,2,37,494,1
56,2,2,38,784,0
56,2,2,39,606,1
56,2,2,40,939,0
52,2,1,1,901,1
52,2,1,2,881,1
52,2,1,3,551,1
52,2,1,4,435,1
52,2,1,5,681,1
52,2,1,6,925,1
52,2,1,7,553,1
52,2,1,8,544,1
52,2,1,9,539,1
52,2,1,10,494,1
52,2,1,11,492,1
52,2,1,12,716,1
52,2,1,13,487,1
52,2,1,14,741,1
52,2,1,15,515,1
52,2,1,16,499,1
52,2,1,17,744,1
52,2,1,18,598,1
52,2,1,19,495,1
52,2,1,20,469,1
52,2,1,21,485,1
52,2,1,22,561,1
52,2,1,23,742,1
52,2,1,24,495,1
52,2,1,25,460,1
52,2,1,26,471,1
52,2,1,27,494,1
52,2,1,28,505,1
52,2,1,29,1321,0
52,2,1,30,854,1
52,2,1,31,492,1
52,2,1,32,496,1
52,2,1,33,440,1
52,2,1,34,421,1
52,2,1,35,375,1
52,2,1,36,637,1
52,2,1,37,367,1
52,2,1,38,422,1
52,2,1,39,640,1
52,2,1,40,462,1
52,2,2,1,1016,1
52,2,2,2,593,1
52,2,2,3,502,1
52,2,2,4,451,1
52,2,2,5,679,1
52,2,2,6,863,1
52,2,2,7,625,1
52,2,2,8,491,1
52,2,2,9,507,1
52,2,2,10,515,1
52,2,2,11,555,1
52,2,2,12,709,1
52,2,2,13,619,1
52,2,2,14,428,1
52,2,2,15,480,1
52,2,2,16,385,1
52,2,2,17,490,1
52,2,2,18,388,1
52,2,2,19,627,1
52,2,2,20,732,1
52,2,2,21,1049,1
52,2,2,22,530,1
52,2,2,23,1006,1
52,2,2,24,1365,0
52,2,2,25,702,1
52,2,2,26,747,1
52,2,2,27,834,1
52,2,2,28,473,1
52,2,2,29,576,1
52,2,2,30,490,1
52,2,2,31,406,1
52,2,2,32,700,1
52,2,2,33,659,1
52,2,2,34,789,1
52,2,2,35,507,1
52,2,2,36,1002,1
52,2,2,37,482,1
52,2,2,38,441,1
52,2,2,39,853,1
52,2,2,40,841,1
434,2,1,1,973,1
434,2,1,2,889,1
434,2,1,3,840,1
434,2,1,4,538,1
434,2,1,5,504,1
434,2,1,6,887,1
434,2,1,7,615,1
434,2,1,8,801,1
434,2,1,9,628,1
434,2,1,10,558,1
434,2,1,11,603,1
434,2,1,12,598,1
434,2,1,13,545,1
434,2,1,14,607,1
434,2,1,15,570,1
434,2,1,16,631,1
434,2,1,17,817,1
434,2,1,18,531,1
434,2,1,19,593,1
434,2,1,20,477,1
434,2,1,21,493,1
434,2,1,22,461,1
434,2,1,23,382,1
434,2,1,24,466,1
434,2,1,25,562,1
434,2,1,26,479,1
434,2,1,27,528,1
434,2,1,28,350,1
434,2,1,29,611,1
434,2,1,30,446,1
434,2,1,31,544,1
434,2,1,32,462,1
434,2,1,33,543,1
434,2,1,34,557,1
434,2,1,35,490,1
434,2,1,36,553,1
434,2,1,37,470,1
434,2,1,38,423,1
434,2,1,39,553,1
434,2,1,40,406,1
434,2,2,1,751,1
434,2,2,2,1299,1
434,2,2,3,802,1
434,2,2,4,693,1
434,2,2,5,653,1
434,2,2,6,614,1
434,2,2,7,609,1
434,2,2,8,748,1
434,2,2,9,578,1
434,2,2,10,990,1
434,2,2,11,650,1
434,2,2,12,579,1
434,2,2,13,735,1
434,2,2,14,725,1
434,2,2,15,891,1
434,2,2,16,603,1
434,2,2,17,550,1
434,2,2,18,979,1
434,2,2,19,639,1
434,2,2,20,1609,0
434,2,2,21,651,1
434,2,2,22,708,1
434,2,2,23,779,1
434,2,2,24,751,1
434,2,2,25,676,1
434,2,2,26,637,1
434,2,2,27,854,1
434,2,2,28,743,1
434,2,2,29,605,1
434,2,2,30,680,1
434,2,2,31,640,1
434,2,2,32,890,1
434,2,2,33,554,1
434,2,2,34,711,1
434,2,2,35,558,1
434,2,2,36,683,1
434,2,2,37,882,1
434,2,2,38,658,1
434,2,2,39,587,1
434,2,2,40,535,1
435,1,1,1,842,1
435,1,1,2,517,1
435,1,1,3,531,1
435,1,1,4,578,1
435,1,1,5,487,1
435,1,1,6,655,1
435,1,1,7,487,1
435,1,1,8,520,1
435,1,1,9,542,1
435,1,1,10,549,1
435,1,1,11,546,1
435,1,1,12,559,1
435,1,1,13,501,1
435,1,1,14,491,1
435,1,1,15,484,1
435,1,1,16,499,1
435,1,1,17,571,1
435,1,1,18,663,1
435,1,1,19,585,1
435,1,1,20,668,1
435,1,1,21,565,1
435,1,1,22,553,1
435,1,1,23,639,1
435,1,1,24,561,1
435,1,1,25,574,1
435,1,1,26,538,1
435,1,1,27,561,1
435,1,1,28,918,1
435,1,1,29,620,1
435,1,1,30,543,1
435,1,1,31,541,1
435,1,1,32,731,1
435,1,1,33,529,1
435,1,1,34,616,1
435,1,1,35,506,1
435,1,1,36,562,1
435,1,1,37,639,1
435,1,1,38,489,1
435,1,1,39,530,1
435,1,1,40,519,1
435,1,2,1,2618,1
435,1,2,2,1059,1
435,1,2,3,901,1
435,1,2,4,708,1
435,1,2,5,771,1
435,1,2,6,1072,1
435,1,2,7,753,1
435,1,2,8,790,1
435,1,2,9,778,1
435,1,2,10,1079,1
435,1,2,11,855,1
435,1,2,12,864,1
435,1,2,13,665,1
435,1,2,14,666,1
435,1,2,15,747,1
435,1,2,16,1089,1
435,1,2,17,721,1
435,1,2,18,895,1
435,1,2,19,847,1
435,1,2,20,873,1
435,1,2,21,689,1
435,1,2,22,1003,1
435,1,2,23,565,1
435,1,2,24,706,1
435,1,2,25,617,1
435,1,2,26,820,1
435,1,2,27,647,1
435,1,2,28,736,1
435,1,2,29,606,1
435,1,2,30,914,1
435,1,2,31,833,1
435,1,2,32,851,1
435,1,2,33,796,1
435,1,2,34,800,1
435,1,2,35,699,1
435,1,2,36,963,1
435,1,2,37,711,1
435,1,2,38,630,1
435,1,2,39,793,1
435,1,2,40,765,1
432,2,1,1,696,1
432,2,1,2,532,1
432,2,1,3,519,1
432,2,1,4,471,1
432,2,1,5,538,1
432,2,1,6,456,1
432,2,1,7,504,1
432,2,1,8,489,1
432,2,1,9,484,1
432,2,1,10,554,1
432,2,1,11,791,1
432,2,1,12,614,1
432,2,1,13,655,1
432,2,1,14,908,1
432,2,1,15,589,1
432,2,1,16,624,1
432,2,1,17,597,1
432,2,1,18,462,1
432,2,1,19,515,1
432,2,1,20,464,1
432,2,1,21,522,1
432,2,1,22,535,1
432,2,1,23,658,1
432,2,1,24,579,1
432,2,1,25,650,1
432,2,1,26,692,1
432,2,1,27,647,1
432,2,1,28,579,1
432,2,1,29,513,1
432,2,1,30,565,1
432,2,1,31,517,1
432,2,1,32,720,1
432,2,1,33,572,1
432,2,1,34,560,1
432,2,1,35,608,1
432,2,1,36,566,1
432,2,1,37,574,1
432,2,1,38,530,1
432,2,1,39,774,1
432,2,1,40,672,1
432,2,2,1,1615,1
432,2,2,2,564,1
432,2,2,3,867,1
432,2,2,4,705,1
432,2,2,5,662,1
432,2,2,6,1042,1
432,2,2,7,1041,1
432,2,2,8,694,1
432,2,2,9,949,1
432,2,2,10,873,1
432,2,2,11,774,1
432,2,2,12,675,1
432,2,2,13,878,1
432,2,2,14,737,1
432,2,2,15,867,1
432,2,2,16,706,1
432,2,2,17,984,1
432,2,2,18,700,1
432,2,2,19,673,1
432,2,2,20,627,1
432,2,2,21,610,1
432,2,2,22,1039,0
432,2,2,23,946,1
432,2,2,24,586,1
432,2,2,25,825,1
432,2,2,26,724,1
432,2,2,27,595,1
432,2,2,28,909,1
432,2,2,29,782,1
432,2,2,30,560,1
432,2,2,31,638,1
432,2,2,32,608,1
432,2,2,33,816,1
432,2,2,34,860,1
432,2,2,35,825,1
432,2,2,36,406,1
432,2,2,37,433,1
432,2,2,38,419,1
432,2,2,39,537,1
432,2,2,40,662,1
433,1,1,1,513,1
433,1,1,2,465,1
433,1,1,3,366,1
433,1,1,4,460,1
433,1,1,5,406,1
433,1,1,6,566,1
433,1,1,7,547,1
433,1,1,8,495,1
433,1,1,9,456,1
433,1,1,10,420,1
433,1,1,11,485,1
433,1,1,12,426,1
433,1,1,13,486,1
433,1,1,14,870,0
433,1,1,15,507,1
433,1,1,16,443,1
433,1,1,17,533,1
433,1,1,18,462,1
433,1,1,19,477,1
433,1,1,20,856,1
433,1,1,21,749,1
433,1,1,22,589,1
433,1,1,23,431,1
433,1,1,24,521,1
433,1,1,25,517,1
433,1,1,26,456,1
433,1,1,27,388,1
433,1,1,28,505,1
433,1,1,29,494,1
433,1,1,30,478,1
433,1,1,31,387,1
433,1,1,32,437,1
433,1,1,33,466,1
433,1,1,34,431,1
433,1,1,35,509,1
433,1,1,36,301,1
433,1,1,37,336,1
433,1,1,38,412,1
433,1,1,39,698,0
433,1,1,40,540,1
433,1,2,1,1366,1
433,1,2,2,506,1
433,1,2,3,665,1
433,1,2,4,572,1
433,1,2,5,558,1
433,1,2,6,639,1
433,1,2,7,586,1
433,1,2,8,505,1
433,1,2,9,511,1
433,1,2,10,591,1
433,1,2,11,696,1
433,1,2,12,772,0
433,1,2,13,481,1
433,1,2,14,389,1
433,1,2,15,414,1
433,1,2,16,938,0
433,1,2,17,483,1
433,1,2,18,539,1
433,1,2,19,505,1
433,1,2,20,825,0
433,1,2,21,613,1
433,1,2,22,603,1
433,1,2,23,568,1
433,1,2,24,456,1
433,1,2,25,576,1
433,1,2,26,464,1
433,1,2,27,713,1
433,1,2,28,866,0
433,1,2,29,549,1
433,1,2,30,752,1
433,1,2,31,548,1
433,1,2,32,580,1
433,1,2,33,704,0
433,1,2,34,1344,1
433,1,2,35,788,1
433,1,2,36,569,1
433,1,2,37,556,1
433,1,2,38,393,1
433,1,2,39,554,1
433,1,2,40,657,1
378,2,1,1,760,1
378,2,1,2,1340,1
378,2,1,3,691,1
378,2,1,4,561,1
378,2,1,5,540,1
378,2,1,6,559,1
378,2,1,7,599,1
378,2,1,8,531,1
378,2,1,9,580,1
378,2,1,10,624,1
378,2,1,11,548,1
378,2,1,12,552,1
378,2,1,13,589,1
378,2,1,14,506,1
378,2,1,15,523,1
378,2,1,16,554,1
378,2,1,17,508,1
378,2,1,18,424,1
378,2,1,19,560,1
378,2,1,20,539,1
378,2,1,21,598,1
378,2,1,22,534,1
378,2,1,23,518,1
378,2,1,24,510,1
378,2,1,25,613,1
378,2,1,26,672,1
378,2,1,27,655,1
378,2,1,28,504,1
378,2,1,29,540,1
378,2,1,30,444,1
378,2,1,31,438,1
378,2,1,32,442,1
378,2,1,33,488,1
378,2,1,34,457,1
378,2,1,35,615,1
378,2,1,36,497,1
378,2,1,37,829,1
378,2,1,38,590,1
378,2,1,39,503,1
378,2,1,40,471,1
378,2,2,1,1087,1
378,2,2,2,1384,1
378,2,2,3,849,1
378,2,2,4,2493,1
378,2,2,5,1073,1
378,2,2,6,1452,1
378,2,2,7,1042,1
378,2,2,8,1121,1
378,2,2,9,1410,1
378,2,2,10,885,1
378,2,2,11,869,1
378,2,2,12,802,1
378,2,2,13,728,1
378,2,2,14,1253,1
378,2,2,15,709,1
378,2,2,16,1436,1
378,2,2,17,762,1
378,2,2,18,949,1
378,2,2,19,807,1
378,2,2,20,1332,1
378,2,2,21,717,1
378,2,2,22,2798,0
378,2,2,23,1087,1
378,2,2,24,1575,1
378,2,2,25,793,1
378,2,2,26,1411,1
378,2,2,27,942,1
378,2,2,28,820,1
378,2,2,29,792,1
378,2,2,30,773,1
378,2,2,31,1184,1
378,2,2,32,869,1
378,2,2,33,1018,1
378,2,2,34,838,1
378,2,2,35,776,1
378,2,2,36,747,1
378,2,2,37,831,1
378,2,2,38,1382,1
378,2,2,39,925,1
378,2,2,40,1155,1
428,2,1,1,1002,1
428,2,1,2,478,1
428,2,1,3,504,1
428,2,1,4,432,1
428,2,1,5,489,1
428,2,1,6,363,1
428,2,1,7,415,1
428,2,1,8,409,1
428,2,1,9,392,1
428,2,1,10,683,0
428,2,1,11,482,1
428,2,1,12,488,1
428,2,1,13,452,1
428,2,1,14,415,1
428,2,1,15,368,1
428,2,1,16,509,1
428,2,1,17,511,1
428,2,1,18,400,1
428,2,1,19,409,1
428,2,1,20,441,1
428,2,1,21,434,1
428,2,1,22,438,1
428,2,1,23,530,1
428,2,1,24,402,1
428,2,1,25,421,1
428,2,1,26,368,1
428,2,1,27,376,1
428,2,1,28,381,1
428,2,1,29,361,1
428,2,1,30,424,1
428,2,1,31,557,1
428,2,1,32,593,1
428,2,1,33,466,1
428,2,1,34,544,1
428,2,1,35,438,1
428,2,1,36,474,1
428,2,1,37,472,1
428,2,1,38,823,0
428,2,1,39,393,1
428,2,1,40,426,1
428,2,2,1,686,1
428,2,2,2,389,1
428,2,2,3,465,1
428,2,2,4,456,1
428,2,2,5,624,1
428,2,2,6,516,1
428,2,2,7,655,1
428,2,2,8,677,1
428,2,2,9,374,1
428,2,2,10,467,1
428,2,2,11,544,1
428,2,2,12,650,1
428,2,2,13,521,1
428,2,2,14,832,0
428,2,2,15,624,1
428,2,2,16,537,1
428,2,2,17,455,1
428,2,2,18,427,1
428,2,2,19,488,1
428,2,2,20,755,1
428,2,2,21,527,1
428,2,2,22,549,1
428,2,2,23,457,1
428,2,2,24,440,1
428,2,2,25,545,1
428,2,2,26,489,1
428,2,2,27,573,1
428,2,2,28,394,1
428,2,2,29,489,1
428,2,2,30,472,1
428,2,2,31,491,1
428,2,2,32,719,1
428,2,2,33,443,1
428,2,2,34,489,1
428,2,2,35,345,1
428,2,2,36,426,1
428,2,2,37,518,1
428,2,2,38,832,1
428,2,2,39,560,1
428,2,2,40,816,0
431,1,1,1,1144,1
431,1,1,2,810,1
431,1,1,3,655,1
431,1,1,4,923,1
431,1,1,5,958,1
431,1,1,6,558,1
431,1,1,7,541,1
431,1,1,8,694,1
431,1,1,9,566,1
431,1,1,10,627,1
431,1,1,11,432,1
431,1,1,12,561,1
431,1,1,13,395,1
431,1,1,14,852,1
431,1,1,15,584,1
431,1,1,16,715,1
431,1,1,17,5946,0
431,1,1,18,1064,1
431,1,1,19,762,1
431,1,1,20,640,1
431,1,1,21,781,1
431,1,1,22,515,1
431,1,1,23,860,1
431,1,1,24,607,1
431,1,1,25,607,1
431,1,1,26,549,1
431,1,1,27,657,1
431,1,1,28,739,1
431,1,1,29,766,1
431,1,1,30,619,1
431,1,1,31,605,1
431,1,1,32,542,1
431,1,1,33,672,1
431,1,1,34,833,1
431,1,1,35,523,1
431,1,1,36,633,1
431,1,1,37,818,1
431,1,1,38,652,1
431,1,1,39,626,1
431,1,1,40,559,1
431,1,2,1,1016,1
431,1,2,2,1423,1
431,1,2,3,619,1
431,1,2,4,684,1
431,1,2,5,944,1
431,1,2,6,1388,1
431,1,2,7,1050,1
431,1,2,8,760,1
431,1,2,9,1136,1
431,1,2,10,774,1
431,1,2,11,637,1
431,1,2,12,854,1
431,1,2,13,668,1
431,1,2,14,2524,0
431,1,2,15,939,1
431,1,2,16,4124,0
431,1,2,17,1202,1
431,1,2,18,957,1
431,1,2,19,618,1
431,1,2,20,757,1
431,1,2,21,807,1
431,1,2,22,1042,1
431,1,2,23,703,1
431,1,2,24,1986,0
431,1,2,25,902,1
431,1,2,26,1092,1
431,1,2,27,999,1
431,1,2,28,910,1
431,1,2,29,741,1
431,1,2,30,948,1
431,1,2,31,743,1
431,1,2,32,704,1
431,1,2,33,936,1
431,1,2,34,846,1
431,1,2,35,842,1
431,1,2,36,838,1
431,1,2,37,706,1
431,1,2,38,598,1
431,1,2,39,635,1
431,1,2,40,940,1
419,1,1,1,1197,1
419,1,1,2,1545,1
419,1,1,3,840,1
419,1,1,4,499,1
419,1,1,5,780,1
419,1,1,6,640,1
419,1,1,7,610,1
419,1,1,8,678,1
419,1,1,9,663,1
419,1,1,10,1184,1
419,1,1,11,1645,1
419,1,1,12,752,1
419,1,1,13,637,1
419,1,1,14,528,1
419,1,1,15,590,1
419,1,1,16,571,1
419,1,1,17,584,1
419,1,1,18,596,1
419,1,1,19,864,1
419,1,1,20,578,1
419,1,1,21,647,1
419,1,1,22,593,1
419,1,1,23,589,1
419,1,1,24,530,1
419,1,1,25,521,1
419,1,1,26,480,1
419,1,1,27,464,1
419,1,1,28,562,1
419,1,1,29,536,1
419,1,1,30,510,1
419,1,1,31,526,1
419,1,1,32,548,1
419,1,1,33,490,1
419,1,1,34,530,1
419,1,1,35,1425,0
419,1,1,36,1301,1
419,1,1,37,588,1
419,1,1,38,600,1
419,1,1,39,580,1
419,1,1,40,505,1
419,1,2,1,1455,1
419,1,2,2,1465,0
419,1,2,3,922,1
419,1,2,4,1089,1
419,1,2,5,1569,1
419,1,2,6,895,1
419,1,2,7,1039,1
419,1,2,8,706,1
419,1,2,9,1073,1
419,1,2,10,842,1
419,1,2,11,997,1
419,1,2,12,1793,0
419,1,2,13,861,1
419,1,2,14,687,1
419,1,2,15,743,1
419,1,2,16,966,1
419,1,2,17,979,1
419,1,2,18,568,1
419,1,2,19,734,1
419,1,2,20,1363,0
419,1,2,21,2144,1
419,1,2,22,999,1
419,1,2,23,835,1
419,1,2,24,901,1
419,1,2,25,813,1
419,1,2,26,905,1
419,1,2,27,656,1
419,1,2,28,618,1
419,1,2,29,693,1
419,1,2,30,1325,1
419,1,2,31,788,1
419,1,2,32,1033,1
419,1,2,33,923,1
419,1,2,34,818,1
419,1,2,35,693,1
419,1,2,36,638,1
419,1,2,37,512,1
419,1,2,38,936,1
419,1,2,39,838,1
419,1,2,40,568,1
422,2,1,1,1124,1
422,2,1,2,970,1
422,2,1,3,654,1
422,2,1,4,1134,1
422,2,1,5,803,1
422,2,1,6,781,1
422,2,1,7,641,1
422,2,1,8,706,1
422,2,1,9,408,1
422,2,1,10,363,1
422,2,1,11,400,1
422,2,1,12,650,1
422,2,1,13,539,1
422,2,1,14,664,1
422,2,1,15,456,1
422,2,1,16,425,1
422,2,1,17,531,1
422,2,1,18,433,1
422,2,1,19,513,1
422,2,1,20,535,1
422,2,1,21,396,1
422,2,1,22,417,1
422,2,1,23,258,1
422,2,1,24,299,1
422,2,1,25,1234,0
422,2,1,26,714,1
422,2,1,27,440,1
422,2,1,28,833,1
422,2,1,29,402,1
422,2,1,30,397,1
422,2,1,31,401,1
422,2,1,32,971,0
422,2,1,33,1054,0
422,2,1,34,605,1
422,2,1,35,480,1
422,2,1,36,569,1
422,2,1,37,524,1
422,2,1,38,434,1
422,2,1,39,836,1
422,2,1,40,780,1
422,2,2,1,1389,1
422,2,2,2,696,1
422,2,2,3,464,1
422,2,2,4,1120,1
422,2,2,5,797,1
422,2,2,6,791,1
422,2,2,7,811,1
422,2,2,8,725,1
422,2,2,9,731,1
422,2,2,10,808,1
422,2,2,11,762,1
422,2,2,12,1263,1
422,2,2,13,831,1
422,2,2,14,856,1
422,2,2,15,640,1
422,2,2,16,697,1
422,2,2,17,968,1
422,2,2,18,668,1
422,2,2,19,1067,1
422,2,2,20,827,1
422,2,2,21,669,1
422,2,2,22,964,1
422,2,2,23,737,1
422,2,2,24,669,1
422,2,2,25,805,1
422,2,2,26,935,1
422,2,2,27,716,1
422,2,2,28,651,1
422,2,2,29,1115,1
422,2,2,30,784,1
422,2,2,31,747,1
422,2,2,32,713,1
422,2,2,33,567,1
422,2,2,34,699,1
422,2,2,35,665,1
422,2,2,36,1026,1
422,2,2,37,786,1
422,2,2,38,598,1
422,2,2,39,745,1
422,2,2,40,742,1
425,1,1,1,639,1
425,1,1,2,361,1
425,1,1,3,447,1
425,1,1,4,449,1
425,1,1,5,497,1
425,1,1,6,538,1
425,1,1,7,479,1
425,1,1,8,544,1
425,1,1,9,461,1
425,1,1,10,503,1
425,1,1,11,572,1
425,1,1,12,496,1
425,1,1,13,408,1
425,1,1,14,515,1
425,1,1,15,514,1
425,1,1,16,562,1
425,1,1,17,499,1
425,1,1,18,378,1
425,1,1,19,359,1
425,1,1,20,532,1
425,1,1,21,514,1
425,1,1,22,713,0
425,1,1,23,558,1
425,1,1,24,403,1
425,1,1,25,430,1
425,1,1,26,633,0
425,1,1,27,442,1
425,1,1,28,348,1
425,1,1,29,593,1
425,1,1,30,491,1
425,1,1,31,451,1
425,1,1,32,380,1
425,1,1,33,362,1
425,1,1,34,342,1
425,1,1,35,604,1
425,1,1,36,1780,0
425,1,1,37,1032,1
425,1,1,38,1393,1
425,1,1,39,1628,0
425,1,1,40,550,1
425,1,2,1,955,1
425,1,2,2,984,0
425,1,2,3,987,1
425,1,2,4,464,1
425,1,2,5,745,1
425,1,2,6,596,1
425,1,2,7,504,1
425,1,2,8,1063,0
425,1,2,9,769,1
425,1,2,10,561,1
425,1,2,11,559,1
425,1,2,12,580,1
425,1,2,13,617,1
425,1,2,14,883,1
425,1,2,15,691,1
425,1,2,16,1081,0
425,1,2,17,512,1
425,1,2,18,792,1
425,1,2,19,620,1
425,1,2,20,620,1
425,1,2,21,630,1
425,1,2,22,882,1
425,1,2,23,1298,1
425,1,2,24,674,1
425,1,2,25,719,1
425,1,2,26,1334,0
425,1,2,27,867,1
425,1,2,28,828,0
425,1,2,29,531,1
425,1,2,30,818,1
425,1,2,31,524,1
425,1,2,32,651,1
425,1,2,33,780,1
425,1,2,34,607,1
425,1,2,35,1105,1
425,1,2,36,784,1
425,1,2,37,836,1
425,1,2,38,1284,1
425,1,2,39,619,1
425,1,2,40,850,1
420,2,1,1,685,1
420,2,1,2,444,1
420,2,1,3,502,1
420,2,1,4,549,1
420,2,1,5,442,1
420,2,1,6,572,1
420,2,1,7,404,1
420,2,1,8,679,1
420,2,1,9,536,1
420,2,1,10,637,1
420,2,1,11,471,1
420,2,1,12,439,1
420,2,1,13,427,1
420,2,1,14,622,1
420,2,1,15,616,1
420,2,1,16,434,1
420,2,1,17,436,1
420,2,1,18,613,1
420,2,1,19,405,1
420,2,1,20,440,1
420,2,1,21,546,1
420,2,1,22,616,1
420,2,1,23,466,1
420,2,1,24,746,1
420,2,1,25,512,1
420,2,1,26,464,1
420,2,1,27,528,1
420,2,1,28,734,1
420,2,1,29,1252,1
420,2,1,30,2020,1
420,2,1,31,589,1
420,2,1,32,945,1
420,2,1,33,531,1
420,2,1,34,434,1
420,2,1,35,587,1
420,2,1,36,711,1
420,2,1,37,581,1
420,2,1,38,506,1
420,2,1,39,397,1
420,2,1,40,426,1
420,2,2,1,1223,1
420,2,2,2,488,1
420,2,2,3,752,1
420,2,2,4,461,1
420,2,2,5,518,1
420,2,2,6,420,1
420,2,2,7,534,1
420,2,2,8,404,1
420,2,2,9,511,1
420,2,2,10,502,1
420,2,2,11,413,1
420,2,2,12,371,1
420,2,2,13,567,1
420,2,2,14,388,1
420,2,2,15,399,1
420,2,2,16,1290,0
420,2,2,17,1181,1
420,2,2,18,658,1
420,2,2,19,730,1
420,2,2,20,401,1
420,2,2,21,435,1
420,2,2,22,661,1
420,2,2,23,527,1
420,2,2,24,532,1
420,2,2,25,586,1
420,2,2,26,558,1
420,2,2,27,514,1
420,2,2,28,697,1
420,2,2,29,657,1
420,2,2,30,410,1
420,2,2,31,477,1
420,2,2,32,805,0
420,2,2,33,506,1
420,2,2,34,827,1
